status,migration,file
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\help.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\hooks.py
A,核心资产，优先迁移,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\packages.py
B,整理后迁移,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\status_codes.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\structures.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\utils.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\_internal_utils.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\__init__.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\__version__.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\providers.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\reporters.py
B,整理后迁移,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\structs.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\__init__.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat\collections_abc.py
D,归档,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__init__.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\abc.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\align.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\ansi.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\bar.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\box.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\cells.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\color.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\color_triplet.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\columns.py
A,核心资产，优先迁移,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\constrain.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\containers.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\control.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\default_styles.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\diagnose.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\emoji.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\errors.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\filesize.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\file_proxy.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\highlighter.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\json.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\jupyter.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\layout.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\live.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\live_render.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\logging.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\markup.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\measure.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\padding.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\pager.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\palette.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\panel.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\pretty.py
B,整理后迁移,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\progress.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\progress_bar.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\prompt.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\protocol.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\region.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\repr.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\rule.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\scope.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\screen.py
B,整理后迁移,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\segment.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\spinner.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\status.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\style.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\styled.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\syntax.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\table.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\terminal_theme.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\text.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\theme.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\themes.py
B,整理后迁移,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\traceback.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\tree.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_cell_widths.py
B,整理后迁移,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_codes.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_replace.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_export_format.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_extension.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_fileno.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_inspect.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_log_render.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_loop.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_null_file.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_palettes.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_pick.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_ratio.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_spinners.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_stack.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_timer.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_win32_console.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_windows.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_windows_renderer.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_wrap.py
B,整理后迁移,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\__init__.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\__main__.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\_parser.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\_re.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\_types.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\__init__.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_api.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_macos.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_openssl.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_ssl_constants.py
B,整理后迁移,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_windows.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\__init__.py
B,整理后迁移,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\exceptions.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\fields.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\filepost.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\request.py
B,整理后迁移,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py
D,归档,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\_version.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\ntlmpool.py
B,整理后迁移,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
B,整理后迁移,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py
B,整理后迁移,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_appengine_environ.py
D,归档,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\__init__.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\bindings.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\low_level.py
D,归档,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\__init__.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py
D,归档,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\__init__.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\makefile.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\weakref_finalize.py
D,归档,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\__init__.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\connection.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\proxy.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\queue.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\request.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\response.py
B,整理后迁移,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssltransport.py
B,整理后迁移,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_match_hostname.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\timeout.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\url.py
B,整理后迁移,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\wait.py
C,测试验证,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\__init__.py
D,归档,E:\football_v\.vscode\settings.json
A,核心资产，优先迁移,E:\football_v\00_System_OS\deploy_architecture_cleanup_engine_V1.0.py
B,整理后迁移,E:\football_v\00_System_OS\deploy_release_validation_engine_V1.0.py
B,整理后迁移,E:\football_v\00_System_OS\deploy_system_quality_batch_01_V1.0.py
B,整理后迁移,E:\football_v\00_System_OS\01_DATA_LAYER\main.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\config\database_config.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\core\database\db_connection.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\core\exception\base_exception.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\core\exception\database_exception.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\core\exception\error_codes.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\core\exception\exception_handler.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\core\exception\file_exception.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\core\exception\validation_exception.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\core\exception\__init__.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\core\file_service\file_service.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\core\hash_service\hash_service.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\compatibility.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\formatter.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\handlers.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\logger.py
D,归档,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\log_config.json
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\__init__.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\core\validator\data_validator.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\core\validator\schema_validator.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\core\validator\validation_result.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\core\validator\__init__.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\core\version_service\version_service.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\database\archive_football_ai_os.db
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\database\football_ai_os.db
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\database\match_data.db
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\archive_manager.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\duplicate_checker.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\importer.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\scanner.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\validator.py
B,整理后迁移,E:\football_v\00_System_OS\01_DATA_LAYER\market\bookmaker_manager.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\market\market_type_manager.py
B,整理后迁移,E:\football_v\00_System_OS\01_DATA_LAYER\market\odds_manager.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\quality\quality_checker.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\quality\quality_engine.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\quality\quality_report.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\registry\data_lineage.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\registry\import_tracker.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\registry\quality_score.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\registry\registry_manager.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\reports\database_inspection_report.json
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\reports\database_migration_report.json
B,整理后迁移,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\create_data_layer.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_alert_final_upgrade.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_init.py
B,整理后迁移,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_market_init.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_quality_alert_upgrade.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_quality_init.py
B,整理后迁移,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_task_reliability_init.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\database_task_table_upgrade.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\quality_rule_init.py
C,测试验证,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\registry_init.py
B,整理后迁移,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\registry_manager.py
