layers,classes,file,functions
DECISION|PREDICTION|REPORT|RUNTIME,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py,create_dir|write_file|write_json|deploy
DECISION|PREDICTION|REPORT|RUNTIME,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py,
DECISION|PREDICTION|REPORT|RUNTIME,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py,add_test|load_module
DECISION|PREDICTION|REPORT|RUNTIME,,E:\football_v\01_Data_Source\acceptance\acceptance_check.py,check_files|generate_report
PREDICTION|REPORT|RUNTIME,DataDownloader,E:\football_v\01_Data_Source\download\data_downloader.py,__init__|load_history|calculate_hash|scan_files|record|save
PREDICTION|REPORT,SourceMonitor,E:\football_v\01_Data_Source\monitor\source_monitor.py,__init__|load_registry|check_download_folder|run|save
PREDICTION|REPORT|RUNTIME,,E:\football_v\01_Data_Source\pipeline\pipeline_runner.py,
PREDICTION,SourceScanner,E:\football_v\01_Data_Source\pipeline\source_scanner.py,__init__|scan
PREDICTION|REPORT,SourceValidator,E:\football_v\01_Data_Source\pipeline\source_validator.py,validate
PREDICTION|REPORT|RUNTIME,,E:\football_v\01_Data_Source\registry\source_registry.py,load_registry|list_sources|get_source|source_summary
REPORT|RUNTIME,,E:\football_v\02_Data_Platform\data_loader\data_loader.py,scan_raw|load_report
RUNTIME,,E:\football_v\02_Data_Platform\data_loader\__init__.py,
REPORT|RUNTIME,LoaderEngine,E:\football_v\02_Data_Platform\data_loader\engine\loader_engine.py,__init__|scan|report
REPORT,,E:\football_v\02_Data_Platform\data_loader\formats\csv_loader.py,load_csv
REPORT|RUNTIME,DatasetRegistry,E:\football_v\02_Data_Platform\data_manager\dataset_registry.py,__init__|create|load
RUNTIME,DataManager,E:\football_v\02_Data_Platform\data_manager\data_manager.py,__init__|status
REPORT|RUNTIME,PlatformBootstrap,E:\football_v\02_Data_Platform\integration\platform_bootstrap.py,__init__|check_file|health_check
REPORT|RUNTIME,MetadataManager,E:\football_v\02_Data_Platform\metadata\metadata_manager.py,__init__|load|list_datasets|status
REPORT|RUNTIME,DataLineage,E:\football_v\02_Data_Platform\metadata\lineage\data_lineage.py,__init__|create|load|register|status
PREDICTION|RUNTIME,DataPipeline,E:\football_v\02_Data_Platform\pipeline\data_pipeline.py,__init__|run
PREDICTION|REPORT,RawManager,E:\football_v\02_Data_Platform\raw\raw_manager.py,__init__|execute
REPORT,RawRegistry,E:\football_v\02_Data_Platform\raw\raw_registry.py,load|register
PREDICTION,RawScanner,E:\football_v\02_Data_Platform\raw\raw_scanner.py,__init__|scan
REPORT,DataRegistry,E:\football_v\02_Data_Platform\registry\data_platform_registry.py,load|save|activate
PREDICTION|REPORT|RUNTIME,,E:\football_v\02_Data_Platform\storage_engine\storage_manager.py,scan_folder|build_registry
DECISION|PREDICTION,ConfidenceModel,E:\football_v\03_MODEL_LAYER\confidence_model\confidence_engine_V2.0.py,score
PREDICTION|RUNTIME,FusionEngineV23,E:\football_v\03_MODEL_LAYER\fusion_engine\fusion_engine_V2.3.py,predict
PREDICTION,MarketValueModel,E:\football_v\03_MODEL_LAYER\market_model\market_value_model_V1.0.py,score
DECISION|PREDICTION,RiskModel,E:\football_v\03_MODEL_LAYER\risk_model\risk_engine_V2.0.py,score
RUNTIME,DataIntelligenceEngine,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\data_intelligence_engine.py,__init__|analyze
PREDICTION|RUNTIME,DataRouter,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\data_router.py,route
RUNTIME,IntelligenceService,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\intelligence_service.py,process
RUNTIME,WeightEngine,E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\weight_engine.py,calculate
RUNTIME,DataPromotionService,E:\football_v\04_Data_Processing_AI\feature_store\data_promotion_service.py,can_promote
RUNTIME,EloHistoryFeatureEngine,E:\football_v\04_Data_Processing_AI\feature_store\elo_history_feature_engine.py,calculate
RUNTIME,FeatureAPIService,E:\football_v\04_Data_Processing_AI\feature_store\feature_api_service.py,get_feature
RUNTIME,FeatureCRUDService,E:\football_v\04_Data_Processing_AI\feature_store\feature_crud_service.py,create|read|update|delete
RUNTIME,FeatureDatabaseService,E:\football_v\04_Data_Processing_AI\feature_store\feature_database_service.py,__init__|check_database|connect
PREDICTION,FeatureDatasetBuilderV2,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_builder_v2.py,build
REPORT,FeatureDatasetExporter,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_exporter.py,export
PREDICTION|REPORT,FeatureDatasetGenerator,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_generator.py,generate
PREDICTION|REPORT,FeatureDatasetReporter,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_reporter.py,report
PREDICTION,DatasetSchemaValidator,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_schema_validator.py,validate
PREDICTION,FeatureDataLoader,E:\football_v\04_Data_Processing_AI\feature_store\feature_data_loader.py,load
PREDICTION,FeatureGenerator,E:\football_v\04_Data_Processing_AI\feature_store\feature_feature_generator.py,generate
RUNTIME,FeatureInteractionEngine,E:\football_v\04_Data_Processing_AI\feature_store\feature_interaction_engine.py,create_interaction
RUNTIME,FeatureLoaderService,E:\football_v\04_Data_Processing_AI\feature_store\feature_loader_service.py,load
REPORT,FeatureMatchReader,E:\football_v\04_Data_Processing_AI\feature_store\feature_match_reader.py,__init__|read_json
RUNTIME,FeaturePipeline,E:\football_v\04_Data_Processing_AI\feature_store\feature_pipeline.py,__init__|run
PREDICTION|REPORT|RUNTIME,FeaturePipelineRunner,E:\football_v\04_Data_Processing_AI\feature_store\feature_pipeline_runner.py,__init__|run
PREDICTION,ProbabilitySchema,E:\football_v\04_Data_Processing_AI\feature_store\feature_probability_schema.py,create
PREDICTION|REPORT,FeatureQualityReporter,E:\football_v\04_Data_Processing_AI\feature_store\feature_quality_reporter.py,report
RUNTIME,FeatureQueryEngine,E:\football_v\04_Data_Processing_AI\feature_store\feature_query_engine.py,recent_matches
RUNTIME,FeatureQueryService,E:\football_v\04_Data_Processing_AI\feature_store\feature_query_service.py,query_team_feature
RUNTIME,FeatureReductionEngine,E:\football_v\04_Data_Processing_AI\feature_store\feature_reduction_engine.py,reduce
REPORT,,E:\football_v\04_Data_Processing_AI\feature_store\feature_registry.py,
RUNTIME,FeatureRequestRouter,E:\football_v\04_Data_Processing_AI\feature_store\feature_request_router.py,route
REPORT,FeatureSchema,E:\football_v\04_Data_Processing_AI\feature_store\feature_schema.py,__init__|load
RUNTIME,FeatureService,E:\football_v\04_Data_Processing_AI\feature_store\feature_service.py,load_features
RUNTIME,FeatureServiceHealth,E:\football_v\04_Data_Processing_AI\feature_store\feature_service_health.py,check
PREDICTION,FeatureTableMapper,E:\football_v\04_Data_Processing_AI\feature_store\feature_table_mapper.py,__init__|convert
RUNTIME,FeatureValidationService,E:\football_v\04_Data_Processing_AI\feature_store\feature_validation_service.py,validate
RUNTIME,HomeAwayFeatureEngine,E:\football_v\04_Data_Processing_AI\feature_store\home_away_feature_engine.py,calculate
PREDICTION,ModelFeedbackCollector,E:\football_v\04_Data_Processing_AI\feature_store\model_feedback_collector.py,collect
REPORT,ModelTrainingExporter,E:\football_v\04_Data_Processing_AI\feature_store\model_training_exporter.py,export
PREDICTION,PredictionErrorAnalyzer,E:\football_v\04_Data_Processing_AI\feature_store\prediction_error_analyzer.py,analyze
RUNTIME,TeamFormFeatureEngine,E:\football_v\04_Data_Processing_AI\feature_store\team_form_feature_engine.py,calculate
PREDICTION,TrainingDatasetBuilder,E:\football_v\04_Data_Processing_AI\feature_store\training_dataset_builder.py,build
PREDICTION,ValidationDatasetChecker,E:\football_v\04_Data_Processing_AI\feature_store\validation_dataset_checker.py,check
PREDICTION,FusionAdapter,E:\football_v\04_Data_Processing_AI\feature_store\adapters\fusion_adapter.py,transform
PREDICTION|REPORT,,E:\football_v\04_Data_Processing_AI\feature_store\tests\ai_feature_dataset_test.py,test
REPORT|RUNTIME,,E:\football_v\04_Data_Processing_AI\feature_store\tests\environment_flow_test.py,test
REPORT,,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_database_health_test.py,test
REPORT|RUNTIME,,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_database_integration_test.py,test
REPORT,,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_dataset_generation_test.py,test
REPORT|RUNTIME,,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_ingestion_test.py,test
REPORT|RUNTIME,,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_data_test.py,test
PREDICTION|REPORT|RUNTIME,,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_pipeline_test.py,test
PREDICTION|REPORT|RUNTIME,,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_test.py,test
REPORT|RUNTIME,,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_v2.6_full_test.py,test
PREDICTION|REPORT|RUNTIME,,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_v3.0_full_test.py,
REPORT|RUNTIME,,E:\football_v\04_Data_Processing_AI\feature_store\tests\historical_feature_database_test.py,test
REPORT|RUNTIME,,E:\football_v\04_Data_Processing_AI\feature_store\tests\historical_feature_store_test.py,test
REPORT,,E:\football_v\04_Data_Processing_AI\feature_store\tests\model_feature_adapter_test.py,test
REPORT|RUNTIME,,E:\football_v\04_Data_Processing_AI\feature_store\tests\postgres_runtime_test.py,test
REPORT,,E:\football_v\04_Data_Processing_AI\feature_store\tests\training_dataset_pipeline_test.py,test
DECISION,DecisionManager,E:\football_v\05_AI_Intelligence_Layer\FUSION_DECISION_ENGINE\decision_manager.py,decide
RUNTIME,FusionEngine,E:\football_v\05_AI_Intelligence_Layer\FUSION_DECISION_ENGINE\fusion_engine.py,combine
PREDICTION,BaseAdapter,E:\football_v\05_AI_Intelligence_Layer\MODEL_ADAPTER_FRAMEWORK\adapter_base.py,train|predict|evaluate
PREDICTION,Evaluator,E:\football_v\05_AI_Intelligence_Layer\MODEL_EVALUATION_ENGINE\evaluator.py,evaluate
PREDICTION|RUNTIME,ReflectionEngine,E:\football_v\05_AI_Intelligence_Layer\SELF_REFLECTION_ENGINE\reflection_engine.py,reflect
PREDICTION,BaseModelInterface,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_interface.py,train|predict|evaluate|save|load
RUNTIME,ModelRuntime,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_runtime.py,__init__|start|stop
PREDICTION|RUNTIME,BacktestEngine,E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\backtest_engine.py,run
REPORT,ModelAccuracyReport,E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\model_accuracy_report.py,generate
PREDICTION,PredictionTracker,E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\prediction_tracker.py,record
PREDICTION|RUNTIME,FusionEngine,E:\football_v\05_MODEL_AI\MODEL_LAYER\fusion\fusion_engine.py,__init__|fuse
PREDICTION,ProbabilityCalculator,E:\football_v\05_MODEL_AI\MODEL_LAYER\fusion\probability_calculator.py,normalize
PREDICTION,DixonColesModel,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\dixon_coles_model.py,__init__|train|predict
PREDICTION,EloModel,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\elo_model.py,__init__|train|predict
PREDICTION,PoissonModel,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\poisson_model.py,__init__|train|predict
PREDICTION,XGBoostModel,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\xgboost_model.py,__init__|train|predict
PREDICTION|REPORT|RUNTIME,,E:\football_v\05_MODEL_AI\MODEL_LAYER\tests\model_layer_v1.3_full_test.py,
DECISION|PREDICTION,ConfidenceCalculator,E:\football_v\06_PREDICTION_ENGINE\confidence_calculator.py,calculate
PREDICTION,CorrectScoreCalculator,E:\football_v\06_PREDICTION_ENGINE\correct_score_calculator.py,rank|top_scores
PREDICTION,GoalDistribution,E:\football_v\06_PREDICTION_ENGINE\goal_distribution.py,poisson|generate
PREDICTION,MarketProbabilityCompare,E:\football_v\06_PREDICTION_ENGINE\market_probability_compare.py,compare
PREDICTION|REPORT,PredictionInterface,E:\football_v\06_PREDICTION_ENGINE\prediction_interface.py,predict|generate_report
PREDICTION|RUNTIME,PredictionRegistry,E:\football_v\06_PREDICTION_ENGINE\prediction_registry.py,__init__|register|get|list
PREDICTION|RUNTIME,PredictionRuntime,E:\football_v\06_PREDICTION_ENGINE\prediction_runtime.py,__init__|start|stop|health_check
PREDICTION|RUNTIME,PredictionService,E:\football_v\06_PREDICTION_ENGINE\prediction_service.py,__init__|predict|status
PREDICTION,ProbabilityCalibrator,E:\football_v\06_PREDICTION_ENGINE\probability_calibrator.py,calibrate
PREDICTION|RUNTIME,ProbabilityEngine,E:\football_v\06_PREDICTION_ENGINE\probability_engine.py,__init__|calculate|compare_market
DECISION|PREDICTION|RUNTIME,RiskEngine,E:\football_v\06_PREDICTION_ENGINE\risk_engine.py,analyze
PREDICTION|RUNTIME,ScorePredictionEngine,E:\football_v\06_PREDICTION_ENGINE\score_prediction_engine.py,__init__|predict
PREDICTION,ValueAnalyzer,E:\football_v\06_PREDICTION_ENGINE\value_analyzer.py,calculate
DECISION|PREDICTION|REPORT|RUNTIME,,E:\football_v\06_PREDICTION_ENGINE\tests\prediction_engine_v1.3_full_test.py,
RUNTIME,CalibrationEngine,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\confidence_calibration\calibration_engine.py,calibrate
DECISION,ConfidenceManager,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\confidence_engine\confidence_manager.py,calculate
PREDICTION,PredictionAPI,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\prediction_api\api_service.py,request
PREDICTION,ProbabilityFusion,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\probability_engine\probability_fusion.py,calculate
PREDICTION|RUNTIME,ProbabilityService,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\real_probability_engine\probability_service.py,run
PREDICTION,RegularTimePrediction,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\regular_time_prediction\prediction_engine.py,predict
DECISION,RiskManager,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\risk_engine\risk_manager.py,evaluate
PREDICTION,ScorePredictor,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\score_prediction\score_predictor.py,predict
PREDICTION,ScoreDistribution,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\score_probability_engine\score_distribution.py,calculate
PREDICTION|RUNTIME,ScoreService,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\score_probability_engine\score_service.py,run
RUNTIME,FeaturePipeline,E:\football_v\07_AI_ORCHESTRATION_LAYER\data_pipeline\feature_pipeline.py,process
PREDICTION|RUNTIME,OutputPipeline,E:\football_v\07_AI_ORCHESTRATION_LAYER\data_pipeline\output_pipeline.py,output
DECISION|RUNTIME,DecisionService,E:\football_v\07_AI_ORCHESTRATION_LAYER\decision_interface\decision_service.py,decide
RUNTIME,ModelRouter,E:\football_v\07_AI_ORCHESTRATION_LAYER\model_router\router.py,route
RUNTIME,Orchestrator,E:\football_v\07_AI_ORCHESTRATION_LAYER\orchestration_core\orchestrator.py,execute
RUNTIME,PipelineManager,E:\football_v\07_AI_ORCHESTRATION_LAYER\orchestration_core\pipeline_manager.py,run
REPORT,ReportGenerator,E:\football_v\07_AI_ORCHESTRATION_LAYER\report_engine\report_generator.py,generate
RUNTIME,WorkflowMonitor,E:\football_v\07_AI_ORCHESTRATION_LAYER\workflow_monitor\monitor.py,check
PREDICTION,AccuracyEvaluator,E:\football_v\07_BACKTEST_AI\accuracy_evaluator.py,calculate
PREDICTION|RUNTIME,BacktestEngine,E:\football_v\07_BACKTEST_AI\backtest_engine.py,evaluate|run
RUNTIME,BacktestRunner,E:\football_v\07_BACKTEST_AI\backtest_runner.py,__init__|execute
PREDICTION,BettingResultAnalyzer,E:\football_v\07_BACKTEST_AI\betting_result_analyzer.py,analyze|win_rate
DECISION|PREDICTION|REPORT,ConfidenceEvaluator,E:\football_v\07_BACKTEST_AI\confidence_evaluator.py,evaluate|score
PREDICTION,ModelFeedback,E:\football_v\07_BACKTEST_AI\model_feedback.py,analyze_error|generate_feedback
PREDICTION,PredictionResultLoader,E:\football_v\07_BACKTEST_AI\prediction_result_loader.py,load
PREDICTION,ProbabilityEvaluator,E:\football_v\07_BACKTEST_AI\probability_evaluator.py,evaluate|calibration_score
DECISION|PREDICTION|REPORT|RUNTIME,,E:\football_v\07_BACKTEST_AI\tests\backtest_system_v1.3_full_test.py,
PREDICTION|RUNTIME,BacktestEngine,E:\football_v\07_BACKTEST_SYSTEM\backtest_engine\backtest_engine.py,run
PREDICTION,ProbabilityMetrics,E:\football_v\07_BACKTEST_SYSTEM\metrics\probability_metrics.py,run
DECISION,RiskMetrics,E:\football_v\07_BACKTEST_SYSTEM\metrics\risk_metrics.py,calculate
RUNTIME,ComparisonEngine,E:\football_v\07_BACKTEST_SYSTEM\model_comparison\comparison_engine.py,compare
PREDICTION,ModelAccuracy,E:\football_v\07_BACKTEST_SYSTEM\model_evaluation\model_accuracy.py,calculate
PREDICTION,ProbabilityScore,E:\football_v\07_BACKTEST_SYSTEM\model_evaluation\probability_score.py,calculate
PREDICTION|RUNTIME,BacktestSystemTest,E:\football_v\07_BACKTEST_SYSTEM\tests\backtest_system_test.py,run
DECISION|PREDICTION|RUNTIME,BetSelectionEngine,E:\football_v\08_DECISION_ENGINE\bet_selection_engine.py,__init__|select
DECISION|PREDICTION|RUNTIME,DecisionEngine,E:\football_v\08_DECISION_ENGINE\decision_engine.py,__init__|decide|health
DECISION|PREDICTION|REPORT,DecisionInterface,E:\football_v\08_DECISION_ENGINE\decision_interface.py,decide|report
DECISION|RUNTIME,DecisionRegistry,E:\football_v\08_DECISION_ENGINE\decision_registry.py,__init__|register|get|list
DECISION|RUNTIME,DecisionRuntime,E:\football_v\08_DECISION_ENGINE\decision_runtime.py,__init__|start|stop|health_check
DECISION|PREDICTION|REPORT,FinalDecisionReport,E:\football_v\08_DECISION_ENGINE\final_decision_report.py,generate|summary
DECISION|PREDICTION,PortfolioStrategy,E:\football_v\08_DECISION_ENGINE\portfolio_strategy.py,allocate|risk_adjust
DECISION|RUNTIME,RiskControlEngine,E:\football_v\08_DECISION_ENGINE\risk_control_engine.py,analyze
DECISION,StakeCalculator,E:\football_v\08_DECISION_ENGINE\stake_calculator.py,calculate
PREDICTION|RUNTIME,ValueFilterEngine,E:\football_v\08_DECISION_ENGINE\value_filter_engine.py,calculate_value|check_value
DECISION|REPORT|RUNTIME,,E:\football_v\08_DECISION_ENGINE\tests\decision_engine_v1.3_full_test.py,
DECISION|PREDICTION|RUNTIME,DecisionEngine,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\decision_core\decision_engine.py,decide
PREDICTION,ModelExplainer,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\explanation_engine\model_explainer.py,explain
PREDICTION,FusionAnalyzer,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\fusion_analysis\fusion_analyzer.py,analyze
DECISION,MarketRiskAdapter,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\market_risk_interface\market_risk_adapter.py,connect
DECISION,MarketRiskConnector,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\market_risk_interface\market_risk_connector.py,connect
PREDICTION,RawOutputManager,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\raw_output_engine\raw_output_manager.py,collect
DECISION|RUNTIME,RecommendationEngine,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\recommendation_engine\recommendation.py,generate
DECISION,RecommendationManager,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\recommendation_engine\recommendation_manager.py,generate
DECISION|REPORT,DecisionReport,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\report_generator\decision_report.py,generate
DECISION|RUNTIME,DecisionEngineV24,E:\football_v\08_DECISION_LAYER\engine\decision_engine_V2.4.py,evaluate
DECISION|PREDICTION|RUNTIME,RecommendationEngine,E:\football_v\08_DECISION_LAYER\engine\recommendation_engine.py,recommend
DECISION,DecisionMonitor,E:\football_v\08_DECISION_LAYER\monitor\decision_monitor.py,check
DECISION|RUNTIME,DecisionService,E:\football_v\08_DECISION_LAYER\service\decision_service.py,run
DECISION|PREDICTION|REPORT,AutoReportGenerator,E:\football_v\09_AI_ORCHESTRATION_LAYER\auto_report_generator.py,__init__|create_match_report|create_model_report|create_roi_report|export|summary
RUNTIME,ModelRouter,E:\football_v\09_AI_ORCHESTRATION_LAYER\model_router.py,__init__|register_model|route|list_models
PREDICTION|RUNTIME,PipelineController,E:\football_v\09_AI_ORCHESTRATION_LAYER\pipeline_controller.py,__init__|add_module|execute|info
PREDICTION,SystemHealthMonitor,E:\football_v\09_AI_ORCHESTRATION_LAYER\system_health_monitor.py,__init__|register|check|overall_status
PREDICTION|RUNTIME,WorkflowEngine,E:\football_v\09_AI_ORCHESTRATION_LAYER\workflow_engine.py,__init__|add_step|run
REPORT|RUNTIME,,E:\football_v\09_AI_ORCHESTRATION_LAYER\tests\orchestration_layer_v1.3_full_test.py,
DECISION|RUNTIME,DecisionAPI,E:\football_v\09_APPLICATION_LAYER\api\decision_api.py,decision
PREDICTION|RUNTIME,PredictionAPI,E:\football_v\09_APPLICATION_LAYER\api\prediction_api.py,predict
RUNTIME,FootballAIService,E:\football_v\09_APPLICATION_LAYER\service\football_ai_service.py,run
PREDICTION,DixonColesExplainer,E:\football_v\09_MODEL_EXPLANATION_ENGINE\dixon_coles_explainer\dixon_coles_explainer.py,explain
REPORT,ExplanationReport,E:\football_v\09_MODEL_EXPLANATION_ENGINE\explanation_report\report_generator.py,generate
PREDICTION,FusionExplainer,E:\football_v\09_MODEL_EXPLANATION_ENGINE\fusion_explainer\fusion_explainer.py,explain
PREDICTION,PoissonExplainer,E:\football_v\09_MODEL_EXPLANATION_ENGINE\poisson_explainer\poisson_explainer.py,explain
PREDICTION,ModelResultAdapter,E:\football_v\09_Prediction_System\model_result_adapter.py,adapt
PREDICTION,PredictionHistory,E:\football_v\09_Prediction_System\prediction_history.py,__init__|save
PREDICTION,PredictionMonitor,E:\football_v\09_Prediction_System\prediction_monitor.py,check
PREDICTION|RUNTIME,PredictionPipeline,E:\football_v\09_Prediction_System\prediction_pipeline.py,run
PREDICTION|REPORT,PredictionReportGenerator,E:\football_v\09_Prediction_System\prediction_report_generator.py,generate
PREDICTION|RUNTIME,PredictionServiceAdapter,E:\football_v\09_Prediction_System\prediction_service_adapter.py,execute
PREDICTION,ProbabilityAdapter,E:\football_v\09_Prediction_System\probability_adapter.py,normalize
PREDICTION,ScoreAdapter,E:\football_v\09_Prediction_System\score_adapter.py,calculate
PREDICTION,,E:\football_v\09_Prediction_System\tests\test_phase2_adapter.py,test_adapter
PREDICTION|RUNTIME,,E:\football_v\09_Prediction_System\tests\test_prediction_system.py,test_prediction
DECISION,,E:\football_v\100_FINAL_MATCH_DECISION_SYSTEM\module.py,
RUNTIME,,E:\football_v\100_SELF_EVOLUTION_ENGINE\module.py,
RUNTIME,,E:\football_v\101_REAL_MARKET_INTELLIGENCE_ENGINE\module.py,
RUNTIME,,E:\football_v\102_ODDS_MOVEMENT_ANALYSIS_ENGINE\module.py,
RUNTIME,,E:\football_v\103_CAPITAL_FLOW_TRACKING_ENGINE\module.py,
RUNTIME,,E:\football_v\104_MARKET_SENTIMENT_FUSION_ENGINE\module.py,
DECISION|RUNTIME,,E:\football_v\105_HANDICAP_VALUE_DECISION_ENGINE\module.py,
RUNTIME,,E:\football_v\106_REAL_ODDS_HISTORY_ENGINE\module.py,
RUNTIME,,E:\football_v\107_MARKET_PATTERN_RECOGNITION_ENGINE\module.py,
RUNTIME,,E:\football_v\108_SMART_HANDICAP_ENGINE\module.py,
DECISION|RUNTIME,,E:\football_v\109_VALUE_BET_SELECTION_ENGINE\module.py,
DECISION,AdaptiveParameterLearning,E:\football_v\10_AI_AUTONOMOUS_ENGINE\adaptive_parameter_learning.py,generate_suggestion
DECISION,AdaptiveStrategySelector,E:\football_v\10_AI_AUTONOMOUS_ENGINE\adaptive_strategy_selector.py,select
DECISION|RUNTIME,AIStrategyReasoningEngine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\ai_strategy_reasoning_engine.py,analyze
RUNTIME,ApprovalWorkflow,E:\football_v\10_AI_AUTONOMOUS_ENGINE\approval_workflow.py,update
PREDICTION|RUNTIME,AutonomousEngine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\autonomous_engine_v2.py,__init__|run
RUNTIME,AutoExperimentEngine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\auto_experiment_engine.py,run
DECISION|PREDICTION,ChangeRiskAssessor,E:\football_v\10_AI_AUTONOMOUS_ENGINE\change_risk_assessor.py,assess
RUNTIME,ContinuousImprovementEngine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\continuous_improvement_engine.py,improve
DECISION,DecisionLogger,E:\football_v\10_AI_AUTONOMOUS_ENGINE\decision_logger.py,log
DECISION|PREDICTION,DecisionQualityAnalyzer,E:\football_v\10_AI_AUTONOMOUS_ENGINE\decision_quality_analyzer.py,analyze
PREDICTION,DynamicWeightAdjuster,E:\football_v\10_AI_AUTONOMOUS_ENGINE\dynamic_weight_adjuster.py,calculate
PREDICTION|REPORT|RUNTIME,ErrorAnalysisEngine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\error_analysis_engine.py,analyze|calculate_error|generate_report
RUNTIME,EvolutionController,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_controller.py,__init__|start_evolution|finish
DECISION|PREDICTION,EvolutionDecisionBrain,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_decision_brain.py,decide
PREDICTION|RUNTIME,EvolutionIntelligenceEngine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_intelligence_engine.py,__init__|analyze|get_history
PREDICTION,EvolutionMemoryIndex,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_memory_index.py,__init__|add_record|search
PREDICTION,EvolutionPatternAnalyzer,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_pattern_analyzer.py,analyze
REPORT|RUNTIME,EvolutionReportGenerator,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_report_generator.py,generate
DECISION|PREDICTION|RUNTIME,FailurePredictionEngine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\failure_prediction_engine.py,predict
DECISION|PREDICTION,FutureRiskSimulator,E:\football_v\10_AI_AUTONOMOUS_ENGINE\future_risk_simulator.py,predict
DECISION|REPORT,HumanApprovalManager,E:\football_v\10_AI_AUTONOMOUS_ENGINE\human_approval_manager.py,create_request|approve|reject
RUNTIME,KnowledgeRelationEngine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\knowledge_relation_engine.py,connect
PREDICTION|RUNTIME,KnowledgeRetrievalEngine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\knowledge_retrieval_engine.py,retrieve
PREDICTION,LearningEffectTracker,E:\football_v\10_AI_AUTONOMOUS_ENGINE\learning_effect_tracker.py,__init__|track|history
RUNTIME,MarketReasoningEngine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\market_reasoning_engine.py,analyze
PREDICTION,ModelSelfOptimizer,E:\football_v\10_AI_AUTONOMOUS_ENGINE\model_self_optimizer.py,analyze
