classes,features,functions,file
FeatureDatabaseSession,feature,__init__|connect,E:\football_v\04_Data_Processing_AI\feature_store\feature_database_session.py
FeatureDatasetBuilder,feature,build,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_builder.py
FeatureDatasetBuilderV2,feature,build,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_builder_v2.py
FeatureDatasetExporter,feature,export,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_exporter.py
FeatureDatasetGenerator,feature,generate,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_generator.py
FeatureDatasetReporter,feature,report,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_reporter.py
FeatureDatasetVersionManager,feature,version,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_version_manager.py
FeatureDataIngestion,feature,ingest,E:\football_v\04_Data_Processing_AI\feature_store\feature_data_ingestion.py
FeatureDataLoader,feature,load,E:\football_v\04_Data_Processing_AI\feature_store\feature_data_loader.py
FeatureDriftDetector,feature|historical,detect,E:\football_v\04_Data_Processing_AI\feature_store\feature_drift_detector.py
FeatureGenerator,feature,generate,E:\football_v\04_Data_Processing_AI\feature_store\feature_feature_generator.py
FeatureFeedbackOptimizer,feature,optimize,E:\football_v\04_Data_Processing_AI\feature_store\feature_feedback_optimizer.py
FeatureImportanceAnalyzer,feature|features,analyze,E:\football_v\04_Data_Processing_AI\feature_store\feature_importance_analyzer.py
FeatureIngestionScheduler,feature|schedule,schedule,E:\football_v\04_Data_Processing_AI\feature_store\feature_ingestion_scheduler.py
FeatureInteractionEngine,feature|features,create_interaction,E:\football_v\04_Data_Processing_AI\feature_store\feature_interaction_engine.py
FeatureLineageTracker,feature,track,E:\football_v\04_Data_Processing_AI\feature_store\feature_lineage_tracker.py
FeatureLoader,feature,load,E:\football_v\04_Data_Processing_AI\feature_store\feature_loader.py
FeatureLoaderService,feature,load,E:\football_v\04_Data_Processing_AI\feature_store\feature_loader_service.py
FeatureMatchReader,feature,__init__|read_json,E:\football_v\04_Data_Processing_AI\feature_store\feature_match_reader.py
FeatureModelAdapter,feature|features,get_common_features|get_elo_features|get_poisson_features|get_xgb_features,E:\football_v\04_Data_Processing_AI\feature_store\feature_model_adapter.py
FeatureModelInterface,feature,prepare,E:\football_v\04_Data_Processing_AI\feature_store\feature_model_interface.py
FeatureModelRegistry,feature,list_models,E:\football_v\04_Data_Processing_AI\feature_store\feature_model_registry.py
FeatureOptimizer,feature|features,optimize,E:\football_v\04_Data_Processing_AI\feature_store\feature_optimizer.py
FeaturePatternMiner,feature|history,mine,E:\football_v\04_Data_Processing_AI\feature_store\feature_pattern_miner.py
FeaturePipeline,feature,__init__|run,E:\football_v\04_Data_Processing_AI\feature_store\feature_pipeline.py
FeaturePipelineRunner,feature,__init__|run,E:\football_v\04_Data_Processing_AI\feature_store\feature_pipeline_runner.py
FeatureQualityMonitor,feature,monitor,E:\football_v\04_Data_Processing_AI\feature_store\feature_quality_monitor.py
FeatureQualityReporter,feature,report,E:\football_v\04_Data_Processing_AI\feature_store\feature_quality_reporter.py
FeatureQualityRules,feature,get_rules,E:\football_v\04_Data_Processing_AI\feature_store\feature_quality_rules.py
FeatureQueryEngine,feature|recent,recent_matches,E:\football_v\04_Data_Processing_AI\feature_store\feature_query_engine.py
FeatureQueryService,feature|features,query_team_feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_query_service.py
FeatureReductionEngine,feature|features,reduce,E:\football_v\04_Data_Processing_AI\feature_store\feature_reduction_engine.py
,feature|feature_store,,E:\football_v\04_Data_Processing_AI\feature_store\feature_registry.py
FeatureRequestRouter,feature,route,E:\football_v\04_Data_Processing_AI\feature_store\feature_request_router.py
FeatureResponseFormatter,feature|form,format,E:\football_v\04_Data_Processing_AI\feature_store\feature_response_formatter.py
FeatureSchema,feature|features,__init__|load,E:\football_v\04_Data_Processing_AI\feature_store\feature_schema.py
FeatureSelectorAI,feature|features,select,E:\football_v\04_Data_Processing_AI\feature_store\feature_selector_ai.py
FeatureService,feature|features,load_features,E:\football_v\04_Data_Processing_AI\feature_store\feature_service.py
FeatureServiceHealth,feature|features,check,E:\football_v\04_Data_Processing_AI\feature_store\feature_service_health.py
FeatureSnapshotManager,feature|features,create_snapshot,E:\football_v\04_Data_Processing_AI\feature_store\feature_snapshot_manager.py
FeatureStore,feature|feature_store|features|rest,__init__|status,E:\football_v\04_Data_Processing_AI\feature_store\feature_store.py
FeatureTableMapper,feature,__init__|convert,E:\football_v\04_Data_Processing_AI\feature_store\feature_table_mapper.py
FeatureTimeSeriesManager,feature,validate_time_order,E:\football_v\04_Data_Processing_AI\feature_store\feature_time_series_manager.py
FeatureValidationService,feature,validate,E:\football_v\04_Data_Processing_AI\feature_store\feature_validation_service.py
FeatureValidator,feature,validate,E:\football_v\04_Data_Processing_AI\feature_store\feature_validator.py
FeatureVersionManager,feature,__init__|get_version|register_feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_version_manager.py
HistoricalFeatureBuilder,feature|historical,build,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_builder.py
HistoricalFeatureDatabase,feature|historical,__init__|connect,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_database.py
HistoricalFeatureRegistry,feature|features|form|historical|history|team_form,list_features,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_registry.py
HistoricalFeatureRepository,feature|historical,save_feature|load_feature,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_repository.py
HistoricalFeatureRepositoryV2,feature|historical,save|query,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_repository_v2.py
HistoricalFeatureTableCreator,feature|form|historical|history|team_form,list_tables,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_table_creator.py
HomeAwayFeatureEngine,feature|history,calculate,E:\football_v\04_Data_Processing_AI\feature_store\home_away_feature_engine.py
IntelligentFeatureStore,feature|features|rest,learn,E:\football_v\04_Data_Processing_AI\feature_store\intelligent_feature_store.py
ProductionReleaseChecker,feature,check,E:\football_v\04_Data_Processing_AI\feature_store\production_release_checker.py
TeamFormFeatureEngine,feature|form|history,calculate,E:\football_v\04_Data_Processing_AI\feature_store\team_form_feature_engine.py
TrainingDatasetBuilder,feature|features,build,E:\football_v\04_Data_Processing_AI\feature_store\training_dataset_builder.py
DixonColesAdapter,feature|features|form|transform,transform,E:\football_v\04_Data_Processing_AI\feature_store\adapters\dixon_coles_adapter.py
DixonColesFeatureAdapter,feature|features|strength,get_dixon_coles_features,E:\football_v\04_Data_Processing_AI\feature_store\adapters\dixon_coles_feature_adapter.py
EloAdapter,feature|features|form|strength|transform,transform,E:\football_v\04_Data_Processing_AI\feature_store\adapters\elo_adapter.py
EloFeatureAdapter,feature|features,get_elo_features,E:\football_v\04_Data_Processing_AI\feature_store\adapters\elo_feature_adapter.py
FusionAdapter,form|transform,transform,E:\football_v\04_Data_Processing_AI\feature_store\adapters\fusion_adapter.py
FusionFeatureAdapter,feature|features,combine,E:\football_v\04_Data_Processing_AI\feature_store\adapters\fusion_feature_adapter.py
PoissonAdapter,feature|features|form|transform,transform,E:\football_v\04_Data_Processing_AI\feature_store\adapters\poisson_adapter.py
PoissonFeatureAdapter,feature|features,get_poisson_features,E:\football_v\04_Data_Processing_AI\feature_store\adapters\poisson_feature_adapter.py
XGBoostAdapter,feature|features|form|transform,transform,E:\football_v\04_Data_Processing_AI\feature_store\adapters\xgboost_adapter.py
XGBoostFeatureAdapter,feature|features,get_xgb_features,E:\football_v\04_Data_Processing_AI\feature_store\adapters\xgboost_feature_adapter.py
,feature,test,E:\football_v\04_Data_Processing_AI\feature_store\tests\ai_feature_dataset_test.py
,feature,test,E:\football_v\04_Data_Processing_AI\feature_store\tests\environment_flow_test.py
,feature|historical,test,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_database_health_test.py
,feature,test,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_database_integration_test.py
,feature,test,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_dataset_generation_test.py
,feature|schedule,test,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_ingestion_test.py
,feature,test,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_data_test.py
,feature,test,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_pipeline_test.py
,feature|feature_store,test,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_test.py
,feature|form,test,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_v2.6_full_test.py
,feature|feature_store,,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_v3.0_full_test.py
,feature|historical,test,E:\football_v\04_Data_Processing_AI\feature_store\tests\historical_feature_database_test.py
,feature|feature_engine|form|historical|history|team_form,test,E:\football_v\04_Data_Processing_AI\feature_store\tests\historical_feature_store_test.py
,feature,test,E:\football_v\04_Data_Processing_AI\feature_store\tests\model_feature_adapter_test.py
,feature|historical,test,E:\football_v\04_Data_Processing_AI\feature_store\tests\postgres_runtime_test.py
,feature,test,E:\football_v\04_Data_Processing_AI\feature_store\tests\training_dataset_pipeline_test.py
FeatureStoreConnector,feature|features|rest,get_features,E:\football_v\05_MODEL_AI\MODEL_LAYER\feature_store_connector.py
BaseModelInterface,feature|features,train|predict|evaluate|save|load,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_interface.py
DixonColesModel,feature|features,__init__|train|predict,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\dixon_coles_model.py
EloModel,feature|features|history|rating,__init__|_resolve_db_path|_ensure_tables|_persist_results|train|predict|evaluate|save|load,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\elo_model.py
PoissonModel,feature|features,__init__|train|predict,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\poisson_model.py
XGBoostModel,feature|features,__init__|train|predict,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\xgboost_model.py
,feature|feature_store,,E:\football_v\05_MODEL_AI\MODEL_LAYER\tests\model_layer_v1.3_full_test.py
,history|rating,test_elo_model_trains_from_matches_and_persists_results,E:\football_v\05_MODEL_AI\MODEL_LAYER\tests\test_elo_model_migration.py
CorrectScoreCalculator,rank|ranking,rank|top_scores,E:\football_v\06_PREDICTION_ENGINE\correct_score_calculator.py
PredictionService,feature|features,__init__|predict|status,E:\football_v\06_PREDICTION_ENGINE\prediction_service.py
FeaturePipeline,feature,process,E:\football_v\07_AI_ORCHESTRATION_LAYER\data_pipeline\feature_pipeline.py
TaskScheduler,schedule,schedule,E:\football_v\07_AI_ORCHESTRATION_LAYER\orchestration_core\task_scheduler.py
FeatureFeedback,feature,analyze|suggest,E:\football_v\07_BACKTEST_AI\feature_feedback.py
HistoricalMatchLoader,historical,load|count,E:\football_v\07_BACKTEST_AI\historical_match_loader.py
OptimizationScheduler,schedule,__init__|schedule|upgrade,E:\football_v\07_BACKTEST_AI\optimization_scheduler.py
StrategyPerformance,form,evaluate|compare,E:\football_v\07_BACKTEST_AI\strategy_performance.py
,feature|form|historical|schedule,,E:\football_v\07_BACKTEST_AI\tests\backtest_system_v1.3_full_test.py
ComparisonEngine,rank|ranking,compare,E:\football_v\07_BACKTEST_SYSTEM\model_comparison\comparison_engine.py
BacktestSystemTest,rank|ranking,run,E:\football_v\07_BACKTEST_SYSTEM\tests\backtest_system_test.py
ExplanationManager,feature,explain,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\explanation_engine\explanation_manager.py
TaskScheduler,schedule,__init__|register|schedule,E:\football_v\09_AI_ORCHESTRATION_LAYER\task_scheduler.py
,schedule,,E:\football_v\09_AI_ORCHESTRATION_LAYER\tests\orchestration_layer_v1.3_full_test.py
DixonColesExplainer,form|recent,explain,E:\football_v\09_MODEL_EXPLANATION_ENGINE\dixon_coles_explainer\dixon_coles_explainer.py
EloExplainer,rating,explain,E:\football_v\09_MODEL_EXPLANATION_ENGINE\elo_explainer\elo_explainer.py
XGBoostExplainer,feature,explain,E:\football_v\09_MODEL_EXPLANATION_ENGINE\xgboost_explainer\xgboost_explainer.py
PredictionHistory,history,__init__|save,E:\football_v\09_Prediction_System\prediction_history.py
,history,,E:\football_v\106_REAL_ODDS_HISTORY_ENGINE\module.py
AutoRecoveryManager,recovery,recover,E:\football_v\10_AI_AUTONOMOUS_ENGINE\auto_recovery_manager.py
ChangeRiskAssessor,feature,assess,E:\football_v\10_AI_AUTONOMOUS_ENGINE\change_risk_assessor.py
DynamicWeightAdjuster,form,calculate,E:\football_v\10_AI_AUTONOMOUS_ENGINE\dynamic_weight_adjuster.py
ErrorTrendDetector,trend,detect,E:\football_v\10_AI_AUTONOMOUS_ENGINE\error_trend_detector.py
EvolutionIntelligenceEngine,history,__init__|analyze|get_history,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_intelligence_engine.py
FeatureSelfOptimizer,feature|features,analyze,E:\football_v\10_AI_AUTONOMOUS_ENGINE\feature_self_optimizer.py
HistoricalCaseAnalyzer,historical,analyze,E:\football_v\10_AI_AUTONOMOUS_ENGINE\historical_case_analyzer.py
LearningCycleManager,history,__init__|create_cycle|history,E:\football_v\10_AI_AUTONOMOUS_ENGINE\learning_cycle_manager.py
LearningEffectTracker,history,__init__|track|history,E:\football_v\10_AI_AUTONOMOUS_ENGINE\learning_effect_tracker.py
ModelChangeTracker,history,__init__|record|history,E:\football_v\10_AI_AUTONOMOUS_ENGINE\model_change_tracker.py
MonthlyPerformanceAnalyzer,form,analyze,E:\football_v\10_AI_AUTONOMOUS_ENGINE\monthly_performance_analyzer.py
OptimizationHistory,history,__init__|add_record|get_history,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_history.py
OptimizationPriorityEngine,rank,rank,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_priority_engine.py
PredictionExplanationEngine,strength,explain,E:\football_v\10_AI_AUTONOMOUS_ENGINE\prediction_explanation_engine.py
ReleaseValidator,previous,validate,E:\football_v\10_AI_AUTONOMOUS_ENGINE\release_validator.py
RollbackManager,previous,__init__|save_version|rollback,E:\football_v\10_AI_AUTONOMOUS_ENGINE\rollback_manager.py
StrategyEvolutionManager,form,__init__|evaluate|recommend,E:\football_v\10_AI_AUTONOMOUS_ENGINE\strategy_evolution_manager.py
SystemRestoreManager,rest,restore,E:\football_v\10_AI_AUTONOMOUS_ENGINE\system_restore_manager.py
TimeWindowAnalyzer,history,analyze,E:\football_v\10_AI_AUTONOMOUS_ENGINE\time_window_analyzer.py
UpgradeHistoryRepository,history,__init__|save|all,E:\football_v\10_AI_AUTONOMOUS_ENGINE\upgrade_history_repository.py
VersionControlManager,history,__init__|save_version|history,E:\football_v\10_AI_AUTONOMOUS_ENGINE\version_control_manager.py
,trend,check_file|run_test,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_hil_v1_0_full_test.py
,history,,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_4_full_test.py
,form,,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_8_full_test.py
,recovery|rest,,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_4_batch_full_test.py
,historical,,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_8_batch_full_test.py
,feature,check|test,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\optimization_suggestion_v1_1_full_test.py
,feature,,E:\football_v\10_INTEGRATION_LAYER\test\full_pipeline_test.py
,feature|feature_engine,,E:\football_v\111_ADVANCED_FEATURE_ENGINE\module.py
,strength,,E:\football_v\112_TEAM_STRENGTH_EVOLUTION_ENGINE\module.py
,feature,,E:\football_v\117_FEATURE_AUTO_GENERATOR\module.py
ModelScheduler,schedule,schedule,E:\football_v\11_AI_ORCHESTRATION_LAYER\model_scheduler\scheduler.py
AdaptiveFeedback,historical,analyze,E:\football_v\11_System_Intelligence\adaptive_feedback.py
ConfidenceTracker,history,__init__|add,E:\football_v\11_System_Intelligence\confidence_tracker.py
DecisionMemory,history,__init__|save|history,E:\football_v\11_System_Intelligence\decision_memory.py
EvolutionEngine,form,__init__|evolve,E:\football_v\11_System_Intelligence\evolution_engine.py
FatigueEngine,fatigue,calculate,E:\football_v\11_System_Intelligence\fatigue_engine.py
FeatureEngineering,feature|features,build,E:\football_v\11_System_Intelligence\feature_engineering.py
FormAnalysisEngine,form,analyze,E:\football_v\11_System_Intelligence\form_analysis_engine.py
HistoricalMatchLoader,historical,load,E:\football_v\11_System_Intelligence\historical_match_loader.py
IntelligenceFeedbackLoop,history,__init__|record|size,E:\football_v\11_System_Intelligence\intelligence_feedback_loop.py
IntelligenceScheduler,schedule,__init__|register|run,E:\football_v\11_System_Intelligence\intelligence_scheduler.py
KnowledgeMemoryBridge,history,__init__|store_memory|retrieve_memory|analyze_feedback,E:\football_v\11_System_Intelligence\knowledge_memory_bridge.py
KnowledgeReasoner,strength|trend,analyze,E:\football_v\11_System_Intelligence\knowledge_reasoner.py
LearningScheduler,schedule,__init__|add|run,E:\football_v\11_System_Intelligence\learning_scheduler.py
MatchFeatureStore,feature|features|rest,__init__|save,E:\football_v\11_System_Intelligence\match_feature_store.py
ModelAccuracyMemory,history,__init__|save,E:\football_v\11_System_Intelligence\model_accuracy_memory.py
OddsMovement,history,detect,E:\football_v\11_System_Intelligence\odds_movement.py
PerformanceTracker,form|history,__init__|add|average,E:\football_v\11_System_Intelligence\performance_tracker.py
ProbabilityMemory,history,__init__|save,E:\football_v\11_System_Intelligence\probability_memory.py
ReasoningContext,history,__init__|update|add_history|snapshot,E:\football_v\11_System_Intelligence\reasoning_context.py
TeamFeatureBuilder,feature|strength,build,E:\football_v\11_System_Intelligence\team_feature_builder.py
TeamStrengthEngine,strength,evaluate,E:\football_v\11_System_Intelligence\team_strength_engine.py
XGBoostPredictor,feature|features,predict,E:\football_v\11_System_Intelligence\xgboost_predictor.py
,schedule,test_controller_upgrade|test_router|test_weight|test_feedback,E:\football_v\11_System_Intelligence\tests\test_phase3_5_controller_upgrade.py
,strength,test_knowledge,E:\football_v\11_System_Intelligence\tests\test_phase3_8_knowledge.py
FeatureOptimizer,feature|features,analyze,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\feature_optimizer\feature_optimizer.py
,history,check,E:\football_v\146_HISTORY_CONVERSATION_STORE\module.py
,schedule,check,E:\football_v\147_TASK_SCHEDULER_ENGINE\module.py
PerformanceChecker,form,check,E:\football_v\14_SYSTEM_MONITORING_LAYER\performance_monitor\performance_checker.py
APIScheduler,schedule,run,E:\football_v\15_API_INTEGRATION_LAYER\api_scheduler\scheduler.py
,schedule,,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\database_backup_scheduler\database_backup_scheduler_V1.0.py
,feature|feature_store,run,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\database_initializer\database_initializer_V1.0.py
,rest,,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\database_restore_manager\database_restore_manager_V1.0.py
,rest,run,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\restore_engine\restore_engine_V1.0.py
,schedule,,E:\football_v\18_MODEL_EXECUTION_ENGINE\prediction_scheduler\prediction_scheduler_V1.0.py
,feature|feature_store,health_check,E:\football_v\22_AI_FEATURE_STORE_LAYER\feature_builder.py
,feature|feature_store,health_check,E:\football_v\22_AI_FEATURE_STORE_LAYER\feature_pipeline.py
,feature|feature_store,health_check,E:\football_v\22_AI_FEATURE_STORE_LAYER\feature_registry.py
,feature|feature_store,health_check,E:\football_v\22_AI_FEATURE_STORE_LAYER\module.py
DatasetManager,history,load,E:\football_v\23_MODEL_TRAINING_ENGINE\dataset_manager\dataset_manager_V2.0.py
FeatureLoader,feature,load,E:\football_v\23_MODEL_TRAINING_ENGINE\feature_loader\feature_loader_V2.0.py
Predictor,feature|features,predict,E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_core\predictor.py
FeaturePipeline,feature,load,E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_pipeline\feature_pipeline.py
,historical,health_check,E:\football_v\25_BACKTEST_ENGINE\historical_runner.py
,form,health_check,E:\football_v\25_BACKTEST_ENGINE\performance_report.py
HistoricalRunner,historical,run,E:\football_v\25_BACKTEST_ENGINE\historical_runner\historical_runner_V2.0.py
,schedule,health_check,E:\football_v\26_AUTOMATION_LAYER\data_scheduler.py
,schedule,health_check,E:\football_v\26_AUTOMATION_LAYER\model_scheduler.py
Scheduler,schedule,run,E:\football_v\26_AUTOMATION_LAYER\scheduler\scheduler_V2.0.py
,feature|feature_engine,,E:\football_v\69_LIVE_MATCH_FEATURE_ENGINE\module.py
,feature,,E:\football_v\76_MODEL_FEATURE_INTEGRATION\module.py
,strength,,E:\football_v\88_TEAM_STRENGTH_DYNAMIC_ENGINE\module.py
,fatigue,,E:\football_v\90_FATIGUE_ANALYSIS_ENGINE\module.py
,rank|ranking,,E:\football_v\91_CONFIDENCE_RANKING_ENGINE\module.py
,form|trend,,E:\football_v\91_FORM_TREND_ENGINE\module.py
,feature|feature_store,,E:\football_v\96_MATCH_FEATURE_STORE\module.py
,feature,,E:\football_v\97_TESTS\system_integration_test_V2.0.py
FootballFormatter,form,__init__,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\formatter.py
,form,create_file_handler|create_console_handler,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\handlers.py
,form,write_log,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\logger.py
,form,write_log,E:\football_v\99_DOCUMENTATION\backup\Core_Backup_V1.2\core\logger.py
StorageManager,form,__init__|scan_files|calculate_hash|create_inventory,E:\football_v\99_DOCUMENTATION\backup\Storage_Merge_V1.0\storage_manager.py
EloModel,feature|features|history|rating,__init__|_resolve_db_path|_ensure_tables|_persist_results|train|predict|evaluate|save|load,E:\football_v\99_DOCUMENTATION\checkpoints\Elo_Model_Migration_V1.0.py
FeatureStoreConnector,feature|features|rest,get_features,E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\feature_store_connector.py
BaseModelInterface,feature|features,train|predict|evaluate|save|load,E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\model_interface.py
DixonColesModel,feature|features,__init__|train|predict,E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\models\dixon_coles_model.py
EloModel,feature|features|history|rating,__init__|_resolve_db_path|_ensure_tables|_persist_results|train|predict|evaluate|save|load,E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\models\elo_model.py
PoissonModel,feature|features,__init__|train|predict,E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\models\poisson_model.py
XGBoostModel,feature|features,__init__|train|predict,E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\models\xgboost_model.py
,feature|feature_store,,E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\tests\model_layer_v1.3_full_test.py
,history|rating,test_elo_model_trains_from_matches_and_persists_results,E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\tests\test_elo_model_migration.py
,form,,E:\football_v\archive\logger_migration\setup_logger_module.py
,history,,E:\football_v\deploy\deploy_v15_phase3_3_reasoning.py
,history,,E:\football_v\deploy\deploy_v15_phase3_4.py
,history|schedule,,E:\football_v\deploy\deploy_v15_phase3_5.py
,historical|history|schedule,write_file,E:\football_v\deploy\deploy_v15_phase3_6.py
,form|history,write_file,E:\football_v\deploy\deploy_v15_phase3_7_real.py
,history,write,E:\football_v\deploy\deploy_v15_phase5_core.py
,feature|feature_engine|feature_store|features|historical|history|rest|strength,write,E:\football_v\deploy\deploy_v15_phase6_training.py
,rating|strength,calculate_dixon_coles,E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\Dixon_Coles\dixon_coles.py
,history|strength,build_dixon_coles_history,E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\Dixon_Coles\dixon_coles_history_engine.py
,history|rating,calculate_elo,E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\Elo\elo_engine.py
,rating|strength,poisson_probability|calculate_poisson,E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\Poisson\poisson_engine.py
,history|strength,build_poisson_history,E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\Poisson\poisson_history_engine.py
,encoder|feature|features|form|transform,load_data|create_features|train,E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\XGBoost\xgboost_engine.py
,feature|features|rating|strength,load_data|create_features|train,E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\XGBoost\xgboost_fusion_engine.py
,fatigue|feature|features|form|rating|rest|team_form,load_data|create_features|train,E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\XGBoost\xgboost_fusion_v2_engine.py
,fatigue|rating|recent|rest,parse_date|calculate_fatigue,E:\football_v\LEGACY_IMPORT\02_DATA_ENGINE\fatigue_engine_v2.py
,fatigue|history|rest,days_between|build_fatigue_history,E:\football_v\LEGACY_IMPORT\02_DATA_ENGINE\fatigue_history_engine.py
,form|team_form,calculate_form,E:\football_v\LEGACY_IMPORT\02_DATA_ENGINE\form_engine.py
,rating|strength,calculate_home_away,E:\football_v\LEGACY_IMPORT\02_DATA_ENGINE\home_away_engine.py
,history,build_home_away_history,E:\football_v\LEGACY_IMPORT\02_DATA_ENGINE\home_away_history_engine.py
,form|history|team_form,build_team_form_history,E:\football_v\LEGACY_IMPORT\02_DATA_ENGINE\team_form_history_engine.py
,fatigue|form|history|rating|team_form,audit_database,E:\football_v\LEGACY_IMPORT\03_SUPPORTING\data_audit_engine.py
,rating|strength,calculate_dixon_coles,E:\football_v\LEGACY_IMPORT\03_SUPPORTING\dixon_coles_data.py
,history|rating,calculate_elo,E:\football_v\LEGACY_IMPORT\03_SUPPORTING\elo_engine_data.py
,form,create_table|import_data,E:\football_v\LEGACY_IMPORT\03_SUPPORTING\import_full_data.py
,fatigue|form|history|rating|team_form,create_registry,E:\football_v\LEGACY_IMPORT\03_SUPPORTING\model_data_registry_engine.py
,rating|strength,poisson_probability|calculate_poisson,E:\football_v\LEGACY_IMPORT\03_SUPPORTING\poisson_engine_data.py
